,Dept,Size,IsHoliday,MarkDown3,Month,A,B,C
9492,46,39690,False,0.0,1,0,0,1
9493,56,152513,False,0.0,1,1,0,0
9494,74,203819,False,0.0,1,1,0,0
9495,10,184109,False,0.0,1,1,0,0
9496,83,204184,False,0.0,1,1,0,0
9497,46,42988,False,0.0,1,0,0,1
9498,26,204184,False,0.0,1,1,0,0
9499,55,151315,False,0.0,1,1,0,0
9500,92,206302,False,0.0,1,1,0,0
9501,17,93188,False,0.0,1,0,1,0
9502,97,42988,False,0.0,1,0,0,1
9503,87,204184,False,0.0,1,1,0,0
9504,9,39690,False,0.0,1,1,0,0
9505,67,203819,False,0.0,1,1,0,0
9506,42,203750,False,0.0,1,1,0,0
9507,74,203007,False,0.0,1,1,0,0
9508,28,202307,False,0.0,1,1,0,0
9509,80,184109,False,0.0,1,1,0,0
9510,98,119557,False,0.0,1,0,1,0
9511,17,103681,False,0.0,1,0,1,0
9512,54,203819,False,0.0,1,1,0,0
9513,6,128107,False,0.0,1,0,1,0
9514,18,93188,False,0.0,1,0,1,0
9515,55,203819,False,0.0,1,1,0,0
9516,41,196321,False,0.0,1,1,0,0
9517,72,203007,False,0.0,1,1,0,0
9518,67,151315,False,0.0,1,1,0,0
9519,14,93638,False,0.0,1,0,1,0
9520,81,151315,False,0.0,1,1,0,0
9521,7,128107,False,0.0,1,0,1,0
9522,5,37392,False,0.0,1,0,1,0
9523,97,184109,False,0.0,1,1,0,0
9524,59,152513,False,0.0,1,1,0,0
9525,79,140167,False,0.0,1,0,1,0
9526,22,184109,False,0.0,1,1,0,0
9527,16,203819,False,0.0,1,1,0,0
9528,13,203819,False,0.0,1,1,0,0
9529,52,119557,False,0.0,1,0,1,0
9530,42,203007,False,0.0,1,1,0,0
9531,7,158114,False,0.0,1,1,0,0
9532,6,140167,False,0.0,1,0,1,0
9533,93,114533,False,0.0,1,0,1,0
9534,19,120653,False,0.0,1,0,1,0
9535,30,158114,False,0.0,1,1,0,0
9536,90,203750,False,0.0,1,1,0,0
9537,87,128107,False,0.0,1,0,1,0
9538,92,39690,False,0.0,1,0,0,1
9539,1,42988,False,0.0,1,0,0,1
9540,52,203742,False,0.0,1,1,0,0
9541,5,140167,False,0.0,1,0,1,0
9542,17,196321,False,0.0,1,1,0,0
9543,18,120653,False,0.0,1,0,1,0
9544,71,119557,False,0.0,1,0,1,0
9545,23,202307,False,0.0,1,1,0,0
9546,10,206302,False,0.0,1,1,0,0
9547,8,158114,False,0.0,1,1,0,0
9548,59,57197,False,0.0,1,0,1,0
9549,95,158114,False,0.0,1,1,0,0
9550,95,39910,False,0.0,1,0,0,1
9551,71,93638,False,0.0,1,0,1,0
9552,92,114533,False,0.0,1,0,1,0
9553,80,39690,False,0.0,1,0,0,1
9554,54,203742,False,0.0,1,1,0,0
9555,19,152513,False,0.0,1,1,0,0
9556,14,39910,False,0.0,1,1,0,0
9557,12,203007,False,0.0,1,1,0,0
9558,17,120653,False,0.0,1,0,1,0
9559,60,57197,False,0.0,1,0,1,0
9560,8,204184,False,0.0,1,1,0,0
9561,28,196321,False,0.0,1,1,0,0
9562,85,128107,False,0.0,1,0,1,0
9563,72,93188,False,0.0,1,0,1,0
9564,95,114533,False,0.0,1,0,1,0
9565,7,119557,False,0.0,1,0,1,0
9566,7,140167,False,0.0,1,0,1,0
9567,32,37392,False,0.0,1,0,1,0
9568,94,202307,False,0.0,1,1,0,0
9569,82,151315,False,0.0,1,1,0,0
9570,60,93638,False,0.0,1,0,1,0
9571,13,203007,False,0.0,1,1,0,0
9572,79,151315,False,0.0,1,1,0,0
9573,20,120653,False,0.0,1,0,1,0
9574,71,93188,False,0.0,1,0,1,0
9575,42,114533,False,0.0,1,0,1,0
9576,52,184109,False,0.0,1,1,0,0
9577,49,203742,False,0.0,1,1,0,0
9578,74,93188,False,0.0,1,0,1,0
9579,25,203750,False,0.0,1,1,0,0
9580,20,152513,False,0.0,1,1,0,0
9581,83,128107,False,0.0,1,0,1,0
9582,29,206302,False,0.0,1,1,0,0
9583,94,140167,False,0.0,1,0,1,0
9584,34,202307,False,0.0,1,1,0,0
9585,50,203742,False,0.0,1,1,0,0
9586,82,42988,False,0.0,1,0,0,1
9587,37,155083,False,0.0,1,1,0,0
9588,8,39910,False,0.0,1,0,0,1
9589,95,37392,False,0.0,1,0,1,0
9590,2,42988,False,0.0,1,0,0,1
9591,38,184109,False,0.0,1,1,0,0
9592,67,93638,False,0.0,1,0,1,0
9593,14,39910,False,0.0,1,0,0,1
9594,6,158114,False,0.0,1,1,0,0
9595,19,203750,False,0.0,1,1,0,0
9596,81,39910,False,0.0,1,1,0,0
9597,90,128107,False,0.0,1,0,1,0
9598,2,202307,False,0.0,1,1,0,0
9599,44,103681,False,0.0,1,0,1,0
9600,29,158114,False,0.0,1,1,0,0
9601,6,119557,False,0.0,1,0,1,0
9602,91,128107,False,0.0,1,0,1,0
9603,27,206302,False,0.0,1,1,0,0
9604,13,120653,False,0.0,1,0,1,0
9605,40,184109,False,0.0,1,1,0,0
9606,90,114533,False,0.0,1,0,1,0
9607,1,204184,False,0.0,1,1,0,0
9608,17,152513,False,0.0,1,1,0,0
9609,4,140167,False,0.0,1,0,1,0
9610,92,128107,False,0.0,1,0,1,0
9611,91,39690,False,0.0,1,0,0,1
9612,10,203007,False,0.0,1,1,0,0
9613,58,203742,False,0.0,1,1,0,0
9614,74,93638,False,0.0,1,0,1,0
9615,41,202307,False,0.0,1,1,0,0
9616,91,151315,False,0.0,1,1,0,0
9617,72,119557,False,0.0,1,0,1,0
9618,87,184109,False,0.0,1,1,0,0
9619,80,93188,False,0.0,1,0,1,0
9620,27,196321,False,0.0,1,1,0,0
9621,12,120653,False,0.0,1,0,1,0
9622,87,114533,False,0.0,1,0,1,0
9623,45,114533,False,0.0,1,0,1,0
9624,49,204184,False,0.0,1,1,0,0
9625,10,158114,False,0.0,1,1,0,0
9626,11,206302,False,0.0,1,1,0,0
9627,72,151315,False,0.0,1,1,0,0
9628,92,203750,False,0.0,1,1,0,0
9629,27,155083,False,0.0,1,1,0,0
9630,79,93188,False,0.0,1,0,1,0
9631,18,196321,False,0.0,1,1,0,0
9632,16,37392,False,0.0,1,0,1,0
9633,85,57197,False,0.0,1,0,1,0
9634,11,203007,False,0.0,1,1,0,0
9635,18,152513,False,0.0,1,1,0,0
9636,58,196321,False,0.0,1,1,0,0
9637,9,158114,False,0.0,1,1,0,0
9638,55,103681,False,0.0,1,0,1,0
9639,77,93188,False,0.0,1,0,1,0
9640,16,120653,False,0.0,1,0,1,0
9641,91,203750,False,0.0,1,1,0,0
9642,25,39910,False,0.0,1,1,0,0
9643,72,93638,False,0.0,1,0,1,0
9644,59,151315,False,0.0,1,1,0,0
9645,97,202307,False,0.0,1,1,0,0
9646,14,120653,False,0.0,1,0,1,0
9647,90,39910,False,0.0,1,0,0,1
9648,83,184109,False,0.0,1,1,0,0
9649,9,202307,False,0.0,1,1,0,0
9650,85,119557,False,0.0,1,0,1,0
9651,85,151315,False,0.0,1,1,0,0
9652,55,203742,False,0.0,1,1,0,0
9653,7,204184,False,0.0,1,1,0,0
9654,46,37392,False,0.0,1,0,1,0
9655,44,114533,False,0.0,1,0,1,0
9656,91,114533,False,0.0,1,0,1,0
9657,19,37392,False,0.0,1,0,1,0
9658,56,203742,False,0.0,1,1,0,0
9659,36,155083,False,0.0,1,1,0,0
9660,67,57197,False,0.0,1,0,1,0
9661,98,93638,False,0.0,1,0,1,0
9662,28,206302,False,0.0,1,1,0,0
9663,59,93638,False,0.0,1,0,1,0
9664,82,128107,False,0.0,1,0,1,0
9665,21,152513,False,0.0,1,1,0,0
9666,90,184109,False,0.0,1,1,0,0
9667,33,151315,False,0.0,1,1,0,0
9668,26,120653,False,0.0,1,0,1,0
9669,79,39690,False,0.0,1,0,0,1
9670,14,37392,False,0.0,1,0,1,0
9671,19,203007,False,0.0,1,1,0,0
9672,4,155083,False,0.0,1,1,0,0
9673,9,119557,False,0.0,1,0,1,0
9674,23,152513,False,0.0,1,1,0,0
9675,40,203742,False,0.0,1,1,0,0
9676,58,93188,False,0.0,1,0,1,0
9677,51,37392,False,0.0,1,0,1,0
9678,2,203819,False,0.0,1,1,0,0
9679,83,42988,False,0.0,1,0,0,1
9680,60,119557,False,0.0,1,0,1,0
9681,38,114533,False,0.0,1,0,1,0
9682,1,203819,False,0.0,1,1,0,0
9683,2,158114,False,0.0,1,1,0,0
9684,59,93188,False,0.0,1,0,1,0
9685,87,119557,False,0.0,1,0,1,0
9686,2,205863,False,0.0,1,1,0,0
9687,79,128107,False,0.0,1,0,1,0
9688,18,203007,False,0.0,1,1,0,0
9689,8,206302,False,0.0,1,1,0,0
9690,33,206302,False,0.0,1,1,0,0
9691,83,203750,False,0.0,1,1,0,0
9692,8,119557,False,0.0,1,0,1,0
9693,56,93638,False,0.0,1,0,1,0
9694,22,152513,False,0.0,1,1,0,0
9695,14,196321,False,0.0,1,1,0,0
9696,41,203742,False,0.0,1,1,0,0
9697,25,120653,False,0.0,1,0,1,0
9698,10,140167,False,0.0,1,0,1,0
9699,74,128107,False,0.0,1,0,1,0
9700,90,57197,False,0.0,1,0,1,0
9701,1,158114,False,0.0,1,1,0,0
9702,11,140167,False,0.0,1,0,1,0
9703,58,202307,False,0.0,1,1,0,0
9704,44,204184,False,0.0,1,1,0,0
9705,13,196321,False,0.0,1,1,0,0
9706,28,120653,False,0.0,1,0,1,0
9707,83,202307,False,0.0,1,1,0,0
9708,10,204184,False,0.0,1,1,0,0
9709,38,202307,False,0.0,1,1,0,0
9710,35,184109,False,0.0,1,1,0,0
9711,55,57197,False,0.0,1,0,1,0
9712,59,196321,False,0.0,1,1,0,0
9713,3,203819,False,0.0,1,1,0,0
9714,94,39690,False,0.0,1,0,0,1
9715,4,42988,False,0.0,1,0,0,1
9716,41,155083,False,0.0,1,1,0,0
9717,72,128107,False,0.0,1,0,1,0
9718,98,202307,False,0.0,1,1,0,0
9719,82,203750,False,0.0,1,1,0,0
9720,27,120653,False,0.0,1,0,1,0
9721,85,39910,False,0.0,1,0,0,1
9722,34,206302,False,0.0,1,1,0,0
9723,58,204184,False,0.0,1,1,0,0
9724,10,205863,False,0.0,1,1,0,0
9725,36,114533,False,0.0,1,0,1,0
9726,12,39910,False,0.0,1,1,0,0
9727,20,203007,False,0.0,1,1,0,0
9728,54,184109,False,0.0,1,1,0,0
9729,26,155083,False,0.0,1,1,0,0
9730,38,203742,False,0.0,1,1,0,0
9731,52,151315,False,0.0,1,1,0,0
9732,17,203007,False,0.0,1,1,0,0
9733,32,206302,False,0.0,1,1,0,0
9734,93,39690,False,0.0,1,0,0,1
9735,26,39910,False,0.0,1,1,0,0
9736,16,39910,False,0.0,1,0,0,1
9737,18,203750,False,0.0,1,1,0,0
9738,14,203007,False,0.0,1,1,0,0
9739,93,140167,False,0.0,1,0,1,0
9740,3,103681,False,0.0,1,0,1,0
9741,46,203742,False,0.0,1,1,0,0
9742,67,93188,False,0.0,1,0,1,0
9743,87,151315,False,0.0,1,1,0,0
9744,41,114533,False,0.0,1,0,1,0
9745,67,119557,False,0.0,1,0,1,0
9746,22,120653,False,0.0,1,0,1,0
9747,96,114533,False,0.0,1,0,1,0
9748,81,128107,False,0.0,1,0,1,0
9749,31,158114,False,0.0,1,1,0,0
9750,87,39910,False,0.0,1,0,0,1
9751,30,206302,False,0.0,1,1,0,0
9752,87,203750,False,0.0,1,1,0,0
9753,16,196321,False,0.0,1,1,0,0
9754,60,151315,False,0.0,1,1,0,0
9755,7,39690,False,0.0,1,0,0,1
9756,21,120653,False,0.0,1,0,1,0
9757,56,204184,False,0.0,1,1,0,0
9758,29,151315,False,0.0,1,1,0,0
9759,9,204184,False,0.0,1,1,0,0
9760,48,203742,False,0.0,1,1,0,0
9761,38,155083,False,0.0,1,1,0,0
9762,5,158114,False,0.0,1,1,0,0
9763,56,103681,False,0.0,1,0,1,0
9764,4,158114,False,0.0,1,1,0,0
9765,3,42988,False,0.0,1,0,0,1
9766,85,203750,False,0.0,1,1,0,0
9767,31,206302,False,0.0,1,1,0,0
9768,4,103681,False,0.0,1,0,1,0
9769,98,152513,False,0.0,1,1,0,0
9770,42,203742,False,0.0,1,1,0,0
9771,40,155083,False,0.0,1,1,0,0
9772,42,103681,False,0.0,1,0,1,0
9773,24,120653,False,0.0,1,0,1,0
9774,32,158114,False,0.0,1,1,0,0
9775,9,206302,False,0.0,1,1,0,0
9776,67,202307,False,0.0,1,1,0,0
9777,98,114533,False,0.0,1,0,1,0
9778,9,140167,False,0.0,1,0,1,0
9779,72,42988,False,0.0,1,0,0,1
9780,44,203742,False,0.0,1,1,0,0
9781,97,39910,False,0.0,1,1,0,0
9782,16,203007,False,0.0,1,1,0,0
9783,56,57197,False,0.0,1,0,1,0
9784,36,184109,False,0.0,1,1,0,0
9785,58,103681,False,0.0,1,0,1,0
9786,60,93188,False,0.0,1,0,1,0
9787,97,114533,False,0.0,1,0,1,0
9788,29,196321,False,0.0,1,1,0,0
9789,54,196321,False,0.0,1,1,0,0
9790,23,120653,False,0.0,1,0,1,0
9791,87,57197,False,0.0,1,0,1,0
9792,8,140167,False,0.0,1,0,1,0
9793,46,204184,False,0.0,1,1,0,0
9794,9,39690,False,0.0,1,0,0,1
9795,80,128107,False,0.0,1,0,1,0
9796,13,39910,False,0.0,1,1,0,0
9797,40,114533,False,0.0,1,0,1,0
9798,3,158114,False,0.0,1,1,0,0
9799,95,140167,False,0.0,1,0,1,0
9800,7,202307,False,0.0,1,1,0,0
9801,93,128107,False,0.0,1,0,1,0
9802,3,204184,False,0.0,1,1,0,0
9803,82,203742,False,0.0,1,1,0,0
9804,5,152513,False,0.0,1,1,0,0
9805,85,39690,False,0.0,1,0,0,1
9806,19,158114,False,0.0,1,1,0,0
9807,87,93188,False,0.0,1,0,1,0
9808,44,184109,False,0.0,1,1,0,0
9809,71,114533,False,0.0,1,0,1,0
9810,92,39910,False,0.0,1,0,0,1
9811,21,206302,False,0.0,1,1,0,0
9812,30,202307,False,0.0,1,1,0,0
9813,96,203750,False,0.0,1,1,0,0
9814,2,119557,False,0.0,1,0,1,0
9815,8,202307,False,0.0,1,1,0,0
9816,93,93638,False,0.0,1,0,1,0
9817,1,120653,False,0.0,1,0,1,0
9818,83,203742,False,0.0,1,1,0,0
9819,18,37392,False,0.0,1,0,1,0
9820,18,39910,False,0.0,1,1,0,0
9821,2,203007,False,0.0,1,1,0,0
9822,17,206302,False,0.0,1,1,0,0
9823,67,114533,False,0.0,1,0,1,0
9824,52,204184,False,0.0,1,1,0,0
9825,8,39690,False,0.0,1,0,0,1
9826,97,37392,False,0.0,1,0,1,0
9827,20,206302,False,0.0,1,1,0,0
9828,90,93188,False,0.0,1,0,1,0
9829,85,203742,False,0.0,1,1,0,0
9830,32,155083,False,0.0,1,1,0,0
9831,80,119557,False,0.0,1,0,1,0
9832,54,114533,False,0.0,1,0,1,0
9833,98,158114,False,0.0,1,1,0,0
9834,10,39910,False,0.0,1,0,0,1
9835,82,39690,False,0.0,1,0,0,1
9836,52,114533,False,0.0,1,0,1,0
9837,80,203742,False,0.0,1,1,0,0
9838,74,57197,False,0.0,1,0,1,0
9839,4,203007,False,0.0,1,1,0,0
9840,49,184109,False,0.0,1,1,0,0
9841,22,196321,False,0.0,1,1,0,0
9842,3,120653,False,0.0,1,0,1,0
9843,79,42988,False,0.0,1,0,0,1
9844,82,119557,False,0.0,1,0,1,0
9845,46,103681,False,0.0,1,0,1,0
9846,25,158114,False,0.0,1,1,0,0
9847,22,206302,False,0.0,1,1,0,0
9848,17,158114,False,0.0,1,1,0,0
9849,24,158114,False,0.0,1,1,0,0
9850,12,152513,False,0.0,1,1,0,0
9851,83,93638,False,0.0,1,0,1,0
9852,30,155083,False,0.0,1,1,0,0
9853,96,158114,False,0.0,1,1,0,0
9854,50,204184,False,0.0,1,1,0,0
9855,79,202307,False,0.0,1,1,0,0
9856,95,203742,False,0.0,1,1,0,0
9857,81,203742,False,0.0,1,1,0,0
9858,33,155083,False,0.0,1,1,0,0
9859,72,114533,False,0.0,1,0,1,0
9860,24,202307,False,0.0,1,1,0,0
9861,16,206302,False,0.0,1,1,0,0
9862,79,119557,False,0.0,1,0,1,0
9863,18,158114,False,0.0,1,1,0,0
9864,2,120653,False,0.0,1,0,1,0
9865,3,203007,False,0.0,1,1,0,0
9866,4,152513,False,0.0,1,1,0,0
9867,3,152513,False,0.0,1,1,0,0
9868,94,203742,False,0.0,1,1,0,0
9869,98,93188,False,0.0,1,0,1,0
9870,83,39690,False,0.0,1,0,0,1
9871,93,203742,False,0.0,1,1,0,0
9872,80,39910,False,0.0,1,1,0,0
9873,23,203750,False,0.0,1,1,0,0
9874,28,103681,False,0.0,1,0,1,0
9875,97,158114,False,0.0,1,1,0,0
9876,49,103681,False,0.0,1,0,1,0
9877,22,158114,False,0.0,1,1,0,0
9878,24,196321,False,0.0,1,1,0,0
9879,9,152513,False,0.0,1,1,0,0
9880,91,203742,False,0.0,1,1,0,0
9881,56,114533,False,0.0,1,0,1,0
9882,60,202307,False,0.0,1,1,0,0
9883,46,184109,False,0.0,1,1,0,0
9884,8,152513,False,0.0,1,1,0,0
9885,58,114533,False,0.0,1,0,1,0
9886,25,37392,False,0.0,1,0,1,0
9887,93,93188,False,0.0,1,0,1,0
9888,21,158114,False,0.0,1,1,0,0
9889,32,151315,False,0.0,1,1,0,0
9890,18,206302,False,0.0,1,1,0,0
9891,95,202307,False,0.0,1,1,0,0
9892,91,93638,False,0.0,1,0,1,0
9893,40,202307,False,0.0,1,1,0,0
9894,10,152513,False,0.0,1,1,0,0
9895,81,57197,False,0.0,1,0,1,0
9896,55,196321,False,0.0,1,1,0,0
9897,9,205863,False,0.0,1,1,0,0
9898,92,203742,False,0.0,1,1,0,0
9899,31,155083,False,0.0,1,1,0,0
9900,22,203750,False,0.0,1,1,0,0
9901,23,196321,False,0.0,1,1,0,0
9902,90,203742,False,0.0,1,1,0,0
9903,98,203750,False,0.0,1,1,0,0
9904,6,155083,False,0.0,1,1,0,0
9905,1,119557,False,0.0,1,0,1,0
9906,55,114533,False,0.0,1,0,1,0
9907,23,158114,False,0.0,1,1,0,0
9908,85,93638,False,0.0,1,0,1,0
9909,6,152513,False,0.0,1,1,0,0
9910,79,57197,False,0.0,1,0,1,0
9911,20,158114,False,0.0,1,1,0,0
9912,97,93188,False,0.0,1,0,1,0
9913,98,140167,False,0.0,1,0,1,0
9914,87,93638,False,0.0,1,0,1,0
9915,4,204184,False,0.0,1,1,0,0
9916,97,203750,False,0.0,1,1,0,0
9917,92,93638,False,0.0,1,0,1,0
9918,20,39910,False,0.0,1,1,0,0
9919,87,203742,False,0.0,1,1,0,0
9920,11,39910,False,0.0,1,0,0,1
9921,91,93188,False,0.0,1,0,1,0
9922,7,152513,False,0.0,1,1,0,0
9923,81,119557,False,0.0,1,0,1,0
9924,25,196321,False,0.0,1,1,0,0
9925,1,203007,False,0.0,1,1,0,0
9926,54,204184,False,0.0,1,1,0,0
9927,95,93188,False,0.0,1,0,1,0
9928,44,151315,False,0.0,1,1,0,0
9929,45,184109,False,0.0,1,1,0,0
9930,59,114533,False,0.0,1,0,1,0
9931,11,152513,False,0.0,1,1,0,0
9932,85,184109,False,0.0,1,1,0,0
9933,19,206302,False,0.0,1,1,0,0
9934,90,93638,False,0.0,1,0,1,0
9935,33,158114,False,0.0,1,1,0,0
9936,74,114533,False,0.0,1,0,1,0
9937,82,57197,False,0.0,1,0,1,0
9938,54,103681,False,0.0,1,0,1,0
9939,27,103681,False,0.0,1,0,1,0
9940,1,103681,False,0.0,1,0,1,0
9941,16,39910,False,0.0,1,1,0,0
9942,20,203750,False,0.0,1,1,0,0
9943,8,203007,False,0.0,1,1,0,0
9944,25,206302,False,0.0,1,1,0,0
9945,71,57197,False,0.0,1,0,1,0
9946,12,206302,False,0.0,1,1,0,0
9947,41,184109,False,0.0,1,1,0,0
9948,96,37392,False,0.0,1,0,1,0
9949,9,120653,False,0.0,1,0,1,0
9950,25,202307,False,0.0,1,1,0,0
9951,83,114533,False,0.0,1,0,1,0
9952,12,158114,False,0.0,1,1,0,0
9953,9,39910,False,0.0,1,0,0,1
9954,67,203742,False,0.0,1,1,0,0
9955,82,93188,False,0.0,1,0,1,0
9956,1,205863,False,0.0,1,1,0,0
9957,8,120653,False,0.0,1,0,1,0
9958,82,114533,False,0.0,1,0,1,0
9959,27,158114,False,0.0,1,1,0,0
9960,97,128107,False,0.0,1,0,1,0
9961,74,119557,False,0.0,1,0,1,0
9962,7,203007,False,0.0,1,1,0,0
9963,1,140167,False,0.0,1,0,1,0
9964,91,39910,False,0.0,1,0,0,1
9965,16,152513,False,0.0,1,1,0,0
9966,24,206302,False,0.0,1,1,0,0
9967,97,140167,False,0.0,1,0,1,0
9968,97,93638,False,0.0,1,0,1,0
9969,7,155083,False,0.0,1,1,0,0
9970,2,140167,False,0.0,1,0,1,0
9971,90,39690,False,0.0,1,0,0,1
9972,6,204184,False,0.0,1,1,0,0
9973,28,158114,False,0.0,1,1,0,0
9974,26,206302,False,0.0,1,1,0,0
9975,11,120653,False,0.0,1,0,1,0
9976,31,37392,False,0.0,1,0,1,0
9977,41,37392,False,0.0,1,0,1,0
9978,85,114533,False,0.0,1,0,1,0
9979,59,202307,False,0.0,1,1,0,0
9980,46,114533,False,0.0,1,0,1,0
9981,59,203742,False,0.0,1,1,0,0
9982,2,103681,False,0.0,1,0,1,0
9983,9,203007,False,0.0,1,1,0,0
9984,94,128107,False,0.0,1,0,1,0
9985,28,155083,False,0.0,1,1,0,0
9986,55,204184,False,0.0,1,1,0,0
9987,79,93638,False,0.0,1,0,1,0
9988,3,140167,False,0.0,1,0,1,0
9989,11,158114,False,0.0,1,1,0,0
9990,74,42988,False,0.0,1,0,0,1
9991,60,203742,False,0.0,1,1,0,0
9992,35,155083,False,0.0,1,1,0,0
9993,83,119557,False,0.0,1,0,1,0
9994,5,155083,False,0.0,1,1,0,0
9995,5,119557,False,0.0,1,0,1,0
9996,51,184109,False,0.0,1,1,0,0
9997,81,93188,False,0.0,1,0,1,0
9998,20,196321,False,0.0,1,1,0,0
9999,10,120653,False,0.0,1,0,1,0
10000,93,203750,False,0.0,1,1,0,0
10001,95,128107,False,0.0,1,0,1,0
10002,13,39910,False,0.0,1,0,0,1
10003,17,37392,False,0.0,1,0,1,0
10004,80,93638,False,0.0,1,0,1,0
10005,72,57197,False,0.0,1,0,1,0
10006,3,119557,False,0.0,1,0,1,0
10007,50,114533,False,0.0,1,0,1,0
10008,97,151315,False,0.0,1,1,0,0
10009,17,39910,False,0.0,1,1,0,0
10010,5,203007,False,0.0,1,1,0,0
10011,2,152513,False,0.0,1,1,0,0
10012,87,39690,False,0.0,1,0,0,1
10013,85,93188,False,0.0,1,0,1,0
10014,5,120653,False,0.0,1,0,1,0
10015,82,93638,False,0.0,1,0,1,0
10016,12,39910,False,0.0,1,0,0,1
10017,25,39690,False,0.0,1,0,0,1
10018,5,204184,False,0.0,1,1,0,0
10019,97,203742,False,0.0,1,1,0,0
10020,85,202307,False,0.0,1,1,0,0
10021,14,158114,False,0.0,1,1,0,0
10022,16,158114,False,0.0,1,1,0,0
10023,52,103681,False,0.0,1,0,1,0
10024,24,203750,False,0.0,1,1,0,0
10025,14,206302,False,0.0,1,1,0,0
10026,79,114533,False,0.0,1,0,1,0
10027,79,203742,False,0.0,1,1,0,0
10028,13,152513,False,0.0,1,1,0,0
10029,44,37392,False,0.0,1,0,1,0
10030,21,203750,False,0.0,1,1,0,0
10031,96,39910,False,0.0,1,1,0,0
10032,95,203750,False,0.0,1,1,0,0
10033,4,120653,False,0.0,1,0,1,0
10034,80,42988,False,0.0,1,0,0,1
10035,21,39910,False,0.0,1,1,0,0
10036,96,202307,False,0.0,1,1,0,0
10037,40,151315,False,0.0,1,1,0,0
10038,6,120653,False,0.0,1,0,1,0
10039,14,152513,False,0.0,1,1,0,0
10040,56,196321,False,0.0,1,1,0,0
10041,94,203750,False,0.0,1,1,0,0
10042,81,114533,False,0.0,1,0,1,0
10043,13,206302,False,0.0,1,1,0,0
10044,94,39910,False,0.0,1,0,0,1
10045,13,158114,False,0.0,1,1,0,0
10046,71,203742,False,0.0,1,1,0,0
10047,6,203007,False,0.0,1,1,0,0
10048,49,114533,False,0.0,1,0,1,0
10049,4,119557,False,0.0,1,0,1,0
10050,95,151315,False,0.0,1,1,0,0
10051,95,93638,False,0.0,1,0,1,0
10052,72,203742,False,0.0,1,1,0,0
10053,34,155083,False,0.0,1,1,0,0
10054,21,196321,False,0.0,1,1,0,0
10055,7,120653,False,0.0,1,0,1,0
10056,98,128107,False,0.0,1,0,1,0
10057,26,196321,False,0.0,1,1,0,0
10058,81,93638,False,0.0,1,0,1,0
10059,81,42988,False,0.0,1,0,0,1
10060,26,158114,False,0.0,1,1,0,0
10061,1,152513,False,0.0,1,1,0,0
10062,2,204184,False,0.0,1,1,0,0
10063,26,39690,False,0.0,1,0,0,1
10064,42,184109,False,0.0,1,1,0,0
10065,29,155083,False,0.0,1,1,0,0
10066,23,206302,False,0.0,1,1,0,0
10067,98,203742,False,0.0,1,1,0,0
10068,74,203742,False,0.0,1,1,0,0
10069,81,39690,False,0.0,1,0,0,1
10070,83,93188,False,0.0,1,0,1,0
10071,4,39910,False,0.0,1,1,0,0
10072,37,203742,False,0.0,1,1,0,0
10073,24,152513,False,0.0,1,1,0,0
10074,71,202307,False,0.0,1,1,0,0
10075,54,206302,False,0.0,1,1,0,0
10076,27,114533,False,0.0,1,0,1,0
10077,17,119557,False,0.0,1,0,1,0
10078,58,184109,False,0.0,1,1,0,0
10079,7,39910,False,0.0,1,1,0,0
10080,95,57197,False,0.0,1,0,1,0
10081,79,39690,False,0.0,1,1,0,0
10082,72,103681,False,0.0,1,0,1,0
10083,58,120653,False,0.0,1,0,1,0
10084,44,57197,False,0.0,1,0,1,0
10085,16,203742,False,0.0,1,1,0,0
10086,52,155083,False,0.0,1,1,0,0
10087,91,42988,False,0.0,1,0,0,1
10088,24,140167,False,0.0,1,0,1,0
10089,35,93638,False,0.0,1,0,1,0
10090,21,203819,False,0.0,1,1,0,0
10091,16,204184,False,0.0,1,1,0,0
10092,34,203007,False,0.0,1,1,0,0
10093,37,128107,False,0.0,1,0,1,0
10094,2,184109,False,0.0,1,1,0,0
10095,38,103681,False,0.0,1,0,1,0
10096,52,206302,False,0.0,1,1,0,0
10097,42,158114,False,0.0,1,1,0,0
10098,13,203750,False,0.0,1,1,0,0
10099,67,203750,False,0.0,1,1,0,0
10100,6,39910,False,0.0,1,0,0,1
10101,9,42988,False,0.0,1,0,0,1
10102,12,37392,False,0.0,1,0,1,0
10103,34,93638,False,0.0,1,0,1,0
10104,93,39910,False,0.0,1,0,0,1
10105,14,203742,False,0.0,1,1,0,0
10106,26,114533,False,0.0,1,0,1,0
10107,36,203007,False,0.0,1,1,0,0
10108,44,158114,False,0.0,1,1,0,0
10109,42,57197,False,0.0,1,0,1,0
10110,67,196321,False,0.0,1,1,0,0
10111,74,39690,False,0.0,1,1,0,0
10112,98,204184,False,0.0,1,1,0,0
10113,98,39910,False,0.0,1,0,0,1
10114,28,203750,False,0.0,1,1,0,0
10115,33,93638,False,0.0,1,0,1,0
10116,54,151315,False,0.0,1,1,0,0
10117,22,155083,False,0.0,1,1,0,0
10118,35,128107,False,0.0,1,0,1,0
10119,2,37392,False,0.0,1,0,1,0
10120,25,140167,False,0.0,1,0,1,0
10121,33,203007,False,0.0,1,1,0,0
10122,35,203007,False,0.0,1,1,0,0
10123,34,152513,False,0.0,1,1,0,0
10124,22,203819,False,0.0,1,1,0,0
10125,94,152513,False,0.0,1,1,0,0
